iso,units,X1860,X1861,X1862,X1863,X1864,X1865,X1866,X1867,X1868,X1869,X1870,X1871,X1872,X1873,X1874,X1875,X1876,X1877,X1878,X1879,X1880,X1881,X1882,X1883,X1884,X1885,X1886,X1887,X1888,X1889,X1890,X1891,X1892,X1893,X1894,X1895,X1896,X1897,X1898,X1899,X1900,X1901,X1902,X1903,X1904,X1905,X1906,X1907,X1908,X1909,X1910,X1911,X1912,X1913,X1914,X1915,X1916,X1917,X1918,X1919,X1920,X1921,X1922,X1923,X1924,X1925,X1926,X1927,X1928,X1929,X1930,X1931,X1932,X1933,X1934,X1935,X1936,X1937,X1938,X1939,X1940,X1941,X1942,X1943,X1944,X1945,X1946,X1947,X1948,X1949,X1950,X1951,X1952,X1953,X1954,X1955,X1956,X1957,X1958,X1959,X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004
bih,Tg N/yr,26.3,26.7,27.1,27.4,27.8,28.2,28.4,28.8,29.3,29.8,30.3,30.8,31.2,31.8,32.3,32.6,33.3,33.7,34.4,34.7,35.4,35.7,36.3,36.8,37.3,37.8,38.3,38.8,39.2,39.7,40.1,40.3,40.5,40.9,41.4,42,42.3,42.5,42.8,43,43.5,43.9,44.3,44.6,45,46,46.7,47.2,47.7,48.1,48.5,49.2,49.9,50.8,52,52.8,53.2,53.9,54.6,55.1,55.9,56.5,57.1,57.5,58,60.4,62.3,63.4,64.2,64.5,64.7,65.4,65.8,65.9,65.9,65.9,66.6,67.1,67.4,67.5,67.4,67.5,67.4,67.4,67.6,68,69.1,70.6,72.3,74.7,76.8,79,80.8,82.6,83.8,84.3,85.3,87,89.5,92,93.3,92.2,94.2,95.6,96.7,98.8,100.2,102.5,103.9,104.2,105,107.4,109.3,110.4,112.8,114.7,115.4,116,117.3,119,120.8,121.8,123,123.8,124.2,124.8,126.4,127.8,129.4,132.1,133.7,133.8,133.6,133.4,135.1,136.6,136.9,135.5,135.8,137.3,138.4,139.4,140.8,141.7,142.5
bih,Tg N/yr,26.3,26.7,27.1,27.4,27.8,28.2,28.4,28.8,29.3,29.8,30.3,30.8,31.2,31.8,32.3,32.6,33.3,33.7,34.4,34.7,35.4,35.7,36.3,36.8,37.3,37.8,38.3,38.8,39.2,39.7,40.1,40.3,40.5,40.9,41.4,42,42.3,42.5,42.8,43,43.5,43.9,44.3,44.6,45,46,46.7,47.2,47.7,48.1,48.5,49.2,49.9,50.8,52,52.8,53.2,53.9,54.6,55.1,55.9,56.5,57.1,57.5,58,60.4,62.3,63.4,64.2,64.5,64.7,65.4,65.8,65.9,65.9,65.9,66.6,67.1,67.4,67.5,67.4,67.5,67.4,67.4,67.6,68,69.1,70.6,72.3,74.7,76.8,79,80.8,82.6,83.8,84.3,85.3,87,89.5,92,93.3,92.2,94.2,95.6,96.7,98.8,100.2,102.5,103.9,104.2,105,107.4,109.3,110.4,112.8,114.7,115.4,116,117.3,119,120.8,121.8,123,123.8,124.2,124.8,126.4,127.8,129.4,132.1,133.7,133.8,133.6,133.4,135.1,136.6,136.9,135.5,135.8,137.3,138.4,139.4,140.8,141.7,142.5
blr,Tg N/yr,26.3,26.7,27.1,27.4,27.8,28.2,28.4,28.8,29.3,29.8,30.3,30.8,31.2,31.8,32.3,32.6,33.3,33.7,34.4,34.7,35.4,35.7,36.3,36.8,37.3,37.8,38.3,38.8,39.2,39.7,40.1,40.3,40.5,40.9,41.4,42,42.3,42.5,42.8,43,43.5,43.9,44.3,44.6,45,46,46.7,47.2,47.7,48.1,48.5,49.2,49.9,50.8,52,52.8,53.2,53.9,54.6,55.1,55.9,56.5,57.1,57.5,58,60.4,62.3,63.4,64.2,64.5,64.7,65.4,65.8,65.9,65.9,65.9,66.6,67.1,67.4,67.5,67.4,67.5,67.4,67.4,67.6,68,69.1,70.6,72.3,74.7,76.8,79,80.8,82.6,83.8,84.3,85.3,87,89.5,92,93.3,92.2,94.2,95.6,96.7,98.8,100.2,102.5,103.9,104.2,105,107.4,109.3,110.4,112.8,114.7,115.4,116,117.3,119,120.8,121.8,123,123.8,124.2,124.8,126.4,127.8,129.4,132.1,133.7,133.8,133.6,133.4,135.1,136.6,136.9,135.5,135.8,137.3,138.4,139.4,140.8,141.7,142.5
blr,Tg N/yr,26.3,26.7,27.1,27.4,27.8,28.2,28.4,28.8,29.3,29.8,30.3,30.8,31.2,31.8,32.3,32.6,33.3,33.7,34.4,34.7,35.4,35.7,36.3,36.8,37.3,37.8,38.3,38.8,39.2,39.7,40.1,40.3,40.5,40.9,41.4,42,42.3,42.5,42.8,43,43.5,43.9,44.3,44.6,45,46,46.7,47.2,47.7,48.1,48.5,49.2,49.9,50.8,52,52.8,53.2,53.9,54.6,55.1,55.9,56.5,57.1,57.5,58,60.4,62.3,63.4,64.2,64.5,64.7,65.4,65.8,65.9,65.9,65.9,66.6,67.1,67.4,67.5,67.4,67.5,67.4,67.4,67.6,68,69.1,70.6,72.3,74.7,76.8,79,80.8,82.6,83.8,84.3,85.3,87,89.5,92,93.3,92.2,94.2,95.6,96.7,98.8,100.2,102.5,103.9,104.2,105,107.4,109.3,110.4,112.8,114.7,115.4,116,117.3,119,120.8,121.8,123,123.8,124.2,124.8,126.4,127.8,129.4,132.1,133.7,133.8,133.6,133.4,135.1,136.6,136.9,135.5,135.8,137.3,138.4,139.4,140.8,141.7,142.5
blz,Tg N/yr,26.3,26.7,27.1,27.4,27.8,28.2,28.4,28.8,29.3,29.8,30.3,30.8,31.2,31.8,32.3,32.6,33.3,33.7,34.4,34.7,35.4,35.7,36.3,36.8,37.3,37.8,38.3,38.8,39.2,39.7,40.1,40.3,40.5,40.9,41.4,42,42.3,42.5,42.8,43,43.5,43.9,44.3,44.6,45,46,46.7,47.2,47.7,48.1,48.5,49.2,49.9,50.8,52,52.8,53.2,53.9,54.6,55.1,55.9,56.5,57.1,57.5,58,60.4,62.3,63.4,64.2,64.5,64.7,65.4,65.8,65.9,65.9,65.9,66.6,67.1,67.4,67.5,67.4,67.5,67.4,67.4,67.6,68,69.1,70.6,72.3,74.7,76.8,79,80.8,82.6,83.8,84.3,85.3,87,89.5,92,93.3,92.2,94.2,95.6,96.7,98.8,100.2,102.5,103.9,104.2,105,107.4,109.3,110.4,112.8,114.7,115.4,116,117.3,119,120.8,121.8,123,123.8,124.2,124.8,126.4,127.8,129.4,132.1,133.7,133.8,133.6,133.4,135.1,136.6,136.9,135.5,135.8,137.3,138.4,139.4,140.8,141.7,142.5
bmu,Tg N/yr,26.3,26.7,27.1,27.4,27.8,28.2,28.4,28.8,29.3,29.8,30.3,30.8,31.2,31.8,32.3,32.6,33.3,33.7,34.4,34.7,35.4,35.7,36.3,36.8,37.3,37.8,38.3,38.8,39.2,39.7,40.1,40.3,40.5,40.9,41.4,42,42.3,42.5,42.8,43,43.5,43.9,44.3,44.6,45,46,46.7,47.2,47.7,48.1,48.5,49.2,49.9,50.8,52,52.8,53.2,53.9,54.6,55.1,55.9,56.5,57.1,57.5,58,60.4,62.3,63.4,64.2,64.5,64.7,65.4,65.8,65.9,65.9,65.9,66.6,67.1,67.4,67.5,67.4,67.5,67.4,67.4,67.6,68,69.1,70.6,72.3,74.7,76.8,79,80.8,82.6,83.8,84.3,85.3,87,89.5,92,93.3,92.2,94.2,95.6,96.7,98.8,100.2,102.5,103.9,104.2,105,107.4,109.3,110.4,112.8,114.7,115.4,116,117.3,119,120.8,121.8,123,123.8,124.2,124.8,126.4,127.8,129.4,132.1,133.7,133.8,133.6,133.4,135.1,136.6,136.9,135.5,135.8,137.3,138.4,139.4,140.8,141.7,142.5
bol,Tg N/yr,26.3,26.7,27.1,27.4,27.8,28.2,28.4,28.8,29.3,29.8,30.3,30.8,31.2,31.8,32.3,32.6,33.3,33.7,34.4,34.7,35.4,35.7,36.3,36.8,37.3,37.8,38.3,38.8,39.2,39.7,40.1,40.3,40.5,40.9,41.4,42,42.3,42.5,42.8,43,43.5,43.9,44.3,44.6,45,46,46.7,47.2,47.7,48.1,48.5,49.2,49.9,50.8,52,52.8,53.2,53.9,54.6,55.1,55.9,56.5,57.1,57.5,58,60.4,62.3,63.4,64.2,64.5,64.7,65.4,65.8,65.9,65.9,65.9,66.6,67.1,67.4,67.5,67.4,67.5,67.4,67.4,67.6,68,69.1,70.6,72.3,74.7,76.8,79,80.8,82.6,83.8,84.3,85.3,87,89.5,92,93.3,92.2,94.2,95.6,96.7,98.8,100.2,102.5,103.9,104.2,105,107.4,109.3,110.4,112.8,114.7,115.4,116,117.3,119,120.8,121.8,123,123.8,124.2,124.8,126.4,127.8,129.4,132.1,133.7,133.8,133.6,133.4,135.1,136.6,136.9,135.5,135.8,137.3,138.4,139.4,140.8,141.7,142.5
bra,Tg N/yr,26.3,26.7,27.1,27.4,27.8,28.2,28.4,28.8,29.3,29.8,30.3,30.8,31.2,31.8,32.3,32.6,33.3,33.7,34.4,34.7,35.4,35.7,36.3,36.8,37.3,37.8,38.3,38.8,39.2,39.7,40.1,40.3,40.5,40.9,41.4,42,42.3,42.5,42.8,43,43.5,43.9,44.3,44.6,45,46,46.7,47.2,47.7,48.1,48.5,49.2,49.9,50.8,52,52.8,53.2,53.9,54.6,55.1,55.9,56.5,57.1,57.5,58,60.4,62.3,63.4,64.2,64.5,64.7,65.4,65.8,65.9,65.9,65.9,66.6,67.1,67.4,67.5,67.4,67.5,67.4,67.4,67.6,68,69.1,70.6,72.3,74.7,76.8,79,80.8,82.6,83.8,84.3,85.3,87,89.5,92,93.3,92.2,94.2,95.6,96.7,98.8,100.2,102.5,103.9,104.2,105,107.4,109.3,110.4,112.8,114.7,115.4,116,117.3,119,120.8,121.8,123,123.8,124.2,124.8,126.4,127.8,129.4,132.1,133.7,133.8,133.6,133.4,135.1,136.6,136.9,135.5,135.8,137.3,138.4,139.4,140.8,141.7,142.5
brb,Tg N/yr,26.3,26.7,27.1,27.4,27.8,28.2,28.4,28.8,29.3,29.8,30.3,30.8,31.2,31.8,32.3,32.6,33.3,33.7,34.4,34.7,35.4,35.7,36.3,36.8,37.3,37.8,38.3,38.8,39.2,39.7,40.1,40.3,40.5,40.9,41.4,42,42.3,42.5,42.8,43,43.5,43.9,44.3,44.6,45,46,46.7,47.2,47.7,48.1,48.5,49.2,49.9,50.8,52,52.8,53.2,53.9,54.6,55.1,55.9,56.5,57.1,57.5,58,60.4,62.3,63.4,64.2,64.5,64.7,65.4,65.8,65.9,65.9,65.9,66.6,67.1,67.4,67.5,67.4,67.5,67.4,67.4,67.6,68,69.1,70.6,72.3,74.7,76.8,79,80.8,82.6,83.8,84.3,85.3,87,89.5,92,93.3,92.2,94.2,95.6,96.7,98.8,100.2,102.5,103.9,104.2,105,107.4,109.3,110.4,112.8,114.7,115.4,116,117.3,119,120.8,121.8,123,123.8,124.2,124.8,126.4,127.8,129.4,132.1,133.7,133.8,133.6,133.4,135.1,136.6,136.9,135.5,135.8,137.3,138.4,139.4,140.8,141.7,142.5
brn,Tg N/yr,26.3,26.7,27.1,27.4,27.8,28.2,28.4,28.8,29.3,29.8,30.3,30.8,31.2,31.8,32.3,32.6,33.3,33.7,34.4,34.7,35.4,35.7,36.3,36.8,37.3,37.8,38.3,38.8,39.2,39.7,40.1,40.3,40.5,40.9,41.4,42,42.3,42.5,42.8,43,43.5,43.9,44.3,44.6,45,46,46.7,47.2,47.7,48.1,48.5,49.2,49.9,50.8,52,52.8,53.2,53.9,54.6,55.1,55.9,56.5,57.1,57.5,58,60.4,62.3,63.4,64.2,64.5,64.7,65.4,65.8,65.9,65.9,65.9,66.6,67.1,67.4,67.5,67.4,67.5,67.4,67.4,67.6,68,69.1,70.6,72.3,74.7,76.8,79,80.8,82.6,83.8,84.3,85.3,87,89.5,92,93.3,92.2,94.2,95.6,96.7,98.8,100.2,102.5,103.9,104.2,105,107.4,109.3,110.4,112.8,114.7,115.4,116,117.3,119,120.8,121.8,123,123.8,124.2,124.8,126.4,127.8,129.4,132.1,133.7,133.8,133.6,133.4,135.1,136.6,136.9,135.5,135.8,137.3,138.4,139.4,140.8,141.7,142.5
btn,Tg N/yr,26.3,26.7,27.1,27.4,27.8,28.2,28.4,28.8,29.3,29.8,30.3,30.8,31.2,31.8,32.3,32.6,33.3,33.7,34.4,34.7,35.4,35.7,36.3,36.8,37.3,37.8,38.3,38.8,39.2,39.7,40.1,40.3,40.5,40.9,41.4,42,42.3,42.5,42.8,43,43.5,43.9,44.3,44.6,45,46,46.7,47.2,47.7,48.1,48.5,49.2,49.9,50.8,52,52.8,53.2,53.9,54.6,55.1,55.9,56.5,57.1,57.5,58,60.4,62.3,63.4,64.2,64.5,64.7,65.4,65.8,65.9,65.9,65.9,66.6,67.1,67.4,67.5,67.4,67.5,67.4,67.4,67.6,68,69.1,70.6,72.3,74.7,76.8,79,80.8,82.6,83.8,84.3,85.3,87,89.5,92,93.3,92.2,94.2,95.6,96.7,98.8,100.2,102.5,103.9,104.2,105,107.4,109.3,110.4,112.8,114.7,115.4,116,117.3,119,120.8,121.8,123,123.8,124.2,124.8,126.4,127.8,129.4,132.1,133.7,133.8,133.6,133.4,135.1,136.6,136.9,135.5,135.8,137.3,138.4,139.4,140.8,141.7,142.5
bwa,Tg N/yr,26.3,26.7,27.1,27.4,27.8,28.2,28.4,28.8,29.3,29.8,30.3,30.8,31.2,31.8,32.3,32.6,33.3,33.7,34.4,34.7,35.4,35.7,36.3,36.8,37.3,37.8,38.3,38.8,39.2,39.7,40.1,40.3,40.5,40.9,41.4,42,42.3,42.5,42.8,43,43.5,43.9,44.3,44.6,45,46,46.7,47.2,47.7,48.1,48.5,49.2,49.9,50.8,52,52.8,53.2,53.9,54.6,55.1,55.9,56.5,57.1,57.5,58,60.4,62.3,63.4,64.2,64.5,64.7,65.4,65.8,65.9,65.9,65.9,66.6,67.1,67.4,67.5,67.4,67.5,67.4,67.4,67.6,68,69.1,70.6,72.3,74.7,76.8,79,80.8,82.6,83.8,84.3,85.3,87,89.5,92,93.3,92.2,94.2,95.6,96.7,98.8,100.2,102.5,103.9,104.2,105,107.4,109.3,110.4,112.8,114.7,115.4,116,117.3,119,120.8,121.8,123,123.8,124.2,124.8,126.4,127.8,129.4,132.1,133.7,133.8,133.6,133.4,135.1,136.6,136.9,135.5,135.8,137.3,138.4,139.4,140.8,141.7,142.5
caf,Tg N/yr,26.3,26.7,27.1,27.4,27.8,28.2,28.4,28.8,29.3,29.8,30.3,30.8,31.2,31.8,32.3,32.6,33.3,33.7,34.4,34.7,35.4,35.7,36.3,36.8,37.3,37.8,38.3,38.8,39.2,39.7,40.1,40.3,40.5,40.9,41.4,42,42.3,42.5,42.8,43,43.5,43.9,44.3,44.6,45,46,46.7,47.2,47.7,48.1,48.5,49.2,49.9,50.8,52,52.8,53.2,53.9,54.6,55.1,55.9,56.5,57.1,57.5,58,60.4,62.3,63.4,64.2,64.5,64.7,65.4,65.8,65.9,65.9,65.9,66.6,67.1,67.4,67.5,67.4,67.5,67.4,67.4,67.6,68,69.1,70.6,72.3,74.7,76.8,79,80.8,82.6,83.8,84.3,85.3,87,89.5,92,93.3,92.2,94.2,95.6,96.7,98.8,100.2,102.5,103.9,104.2,105,107.4,109.3,110.4,112.8,114.7,115.4,116,117.3,119,120.8,121.8,123,123.8,124.2,124.8,126.4,127.8,129.4,132.1,133.7,133.8,133.6,133.4,135.1,136.6,136.9,135.5,135.8,137.3,138.4,139.4,140.8,141.7,142.5
can,Tg N/yr,26.3,26.7,27.1,27.4,27.8,28.2,28.4,28.8,29.3,29.8,30.3,30.8,31.2,31.8,32.3,32.6,33.3,33.7,34.4,34.7,35.4,35.7,36.3,36.8,37.3,37.8,38.3,38.8,39.2,39.7,40.1,40.3,40.5,40.9,41.4,42,42.3,42.5,42.8,43,43.5,43.9,44.3,44.6,45,46,46.7,47.2,47.7,48.1,48.5,49.2,49.9,50.8,52,52.8,53.2,53.9,54.6,55.1,55.9,56.5,57.1,57.5,58,60.4,62.3,63.4,64.2,64.5,64.7,65.4,65.8,65.9,65.9,65.9,66.6,67.1,67.4,67.5,67.4,67.5,67.4,67.4,67.6,68,69.1,70.6,72.3,74.7,76.8,79,80.8,82.6,83.8,84.3,85.3,87,89.5,92,93.3,92.2,94.2,95.6,96.7,98.8,100.2,102.5,103.9,104.2,105,107.4,109.3,110.4,112.8,114.7,115.4,116,117.3,119,120.8,121.8,123,123.8,124.2,124.8,126.4,127.8,129.4,132.1,133.7,133.8,133.6,133.4,135.1,136.6,136.9,135.5,135.8,137.3,138.4,139.4,140.8,141.7,142.5
che,Tg N/yr,26.3,26.7,27.1,27.4,27.8,28.2,28.4,28.8,29.3,29.8,30.3,30.8,31.2,31.8,32.3,32.6,33.3,33.7,34.4,34.7,35.4,35.7,36.3,36.8,37.3,37.8,38.3,38.8,39.2,39.7,40.1,40.3,40.5,40.9,41.4,42,42.3,42.5,42.8,43,43.5,43.9,44.3,44.6,45,46,46.7,47.2,47.7,48.1,48.5,49.2,49.9,50.8,52,52.8,53.2,53.9,54.6,55.1,55.9,56.5,57.1,57.5,58,60.4,62.3,63.4,64.2,64.5,64.7,65.4,65.8,65.9,65.9,65.9,66.6,67.1,67.4,67.5,67.4,67.5,67.4,67.4,67.6,68,69.1,70.6,72.3,74.7,76.8,79,80.8,82.6,83.8,84.3,85.3,87,89.5,92,93.3,92.2,94.2,95.6,96.7,98.8,100.2,102.5,103.9,104.2,105,107.4,109.3,110.4,112.8,114.7,115.4,116,117.3,119,120.8,121.8,123,123.8,124.2,124.8,126.4,127.8,129.4,132.1,133.7,133.8,133.6,133.4,135.1,136.6,136.9,135.5,135.8,137.3,138.4,139.4,140.8,141.7,142.5
chl,Tg N/yr,26.3,26.7,27.1,27.4,27.8,28.2,28.4,28.8,29.3,29.8,30.3,30.8,31.2,31.8,32.3,32.6,33.3,33.7,34.4,34.7,35.4,35.7,36.3,36.8,37.3,37.8,38.3,38.8,39.2,39.7,40.1,40.3,40.5,40.9,41.4,42,42.3,42.5,42.8,43,43.5,43.9,44.3,44.6,45,46,46.7,47.2,47.7,48.1,48.5,49.2,49.9,50.8,52,52.8,53.2,53.9,54.6,55.1,55.9,56.5,57.1,57.5,58,60.4,62.3,63.4,64.2,64.5,64.7,65.4,65.8,65.9,65.9,65.9,66.6,67.1,67.4,67.5,67.4,67.5,67.4,67.4,67.6,68,69.1,70.6,72.3,74.7,76.8,79,80.8,82.6,83.8,84.3,85.3,87,89.5,92,93.3,92.2,94.2,95.6,96.7,98.8,100.2,102.5,103.9,104.2,105,107.4,109.3,110.4,112.8,114.7,115.4,116,117.3,119,120.8,121.8,123,123.8,124.2,124.8,126.4,127.8,129.4,132.1,133.7,133.8,133.6,133.4,135.1,136.6,136.9,135.5,135.8,137.3,138.4,139.4,140.8,141.7,142.5
chn,Tg N/yr,26.3,26.7,27.1,27.4,27.8,28.2,28.4,28.8,29.3,29.8,30.3,30.8,31.2,31.8,32.3,32.6,33.3,33.7,34.4,34.7,35.4,35.7,36.3,36.8,37.3,37.8,38.3,38.8,39.2,39.7,40.1,40.3,40.5,40.9,41.4,42,42.3,42.5,42.8,43,43.5,43.9,44.3,44.6,45,46,46.7,47.2,47.7,48.1,48.5,49.2,49.9,50.8,52,52.8,53.2,53.9,54.6,55.1,55.9,56.5,57.1,57.5,58,60.4,62.3,63.4,64.2,64.5,64.7,65.4,65.8,65.9,65.9,65.9,66.6,67.1,67.4,67.5,67.4,67.5,67.4,67.4,67.6,68,69.1,70.6,72.3,74.7,76.8,79,80.8,82.6,83.8,84.3,85.3,87,89.5,92,93.3,92.2,94.2,95.6,96.7,98.8,100.2,102.5,103.9,104.2,105,107.4,109.3,110.4,112.8,114.7,115.4,116,117.3,119,120.8,121.8,123,123.8,124.2,124.8,126.4,127.8,129.4,132.1,133.7,133.8,133.6,133.4,135.1,136.6,136.9,135.5,135.8,137.3,138.4,139.4,140.8,141.7,142.5
civ,Tg N/yr,26.3,26.7,27.1,27.4,27.8,28.2,28.4,28.8,29.3,29.8,30.3,30.8,31.2,31.8,32.3,32.6,33.3,33.7,34.4,34.7,35.4,35.7,36.3,36.8,37.3,37.8,38.3,38.8,39.2,39.7,40.1,40.3,40.5,40.9,41.4,42,42.3,42.5,42.8,43,43.5,43.9,44.3,44.6,45,46,46.7,47.2,47.7,48.1,48.5,49.2,49.9,50.8,52,52.8,53.2,53.9,54.6,55.1,55.9,56.5,57.1,57.5,58,60.4,62.3,63.4,64.2,64.5,64.7,65.4,65.8,65.9,65.9,65.9,66.6,67.1,67.4,67.5,67.4,67.5,67.4,67.4,67.6,68,69.1,70.6,72.3,74.7,76.8,79,80.8,82.6,83.8,84.3,85.3,87,89.5,92,93.3,92.2,94.2,95.6,96.7,98.8,100.2,102.5,103.9,104.2,105,107.4,109.3,110.4,112.8,114.7,115.4,116,117.3,119,120.8,121.8,123,123.8,124.2,124.8,126.4,127.8,129.4,132.1,133.7,133.8,133.6,133.4,135.1,136.6,136.9,135.5,135.8,137.3,138.4,139.4,140.8,141.7,142.5
cmr,Tg N/yr,26.3,26.7,27.1,27.4,27.8,28.2,28.4,28.8,29.3,29.8,30.3,30.8,31.2,31.8,32.3,32.6,33.3,33.7,34.4,34.7,35.4,35.7,36.3,36.8,37.3,37.8,38.3,38.8,39.2,39.7,40.1,40.3,40.5,40.9,41.4,42,42.3,42.5,42.8,43,43.5,43.9,44.3,44.6,45,46,46.7,47.2,47.7,48.1,48.5,49.2,49.9,50.8,52,52.8,53.2,53.9,54.6,55.1,55.9,56.5,57.1,57.5,58,60.4,62.3,63.4,64.2,64.5,64.7,65.4,65.8,65.9,65.9,65.9,66.6,67.1,67.4,67.5,67.4,67.5,67.4,67.4,67.6,68,69.1,70.6,72.3,74.7,76.8,79,80.8,82.6,83.8,84.3,85.3,87,89.5,92,93.3,92.2,94.2,95.6,96.7,98.8,100.2,102.5,103.9,104.2,105,107.4,109.3,110.4,112.8,114.7,115.4,116,117.3,119,120.8,121.8,123,123.8,124.2,124.8,126.4,127.8,129.4,132.1,133.7,133.8,133.6,133.4,135.1,136.6,136.9,135.5,135.8,137.3,138.4,139.4,140.8,141.7,142.5
cod,Tg N/yr,26.3,26.7,27.1,27.4,27.8,28.2,28.4,28.8,29.3,29.8,30.3,30.8,31.2,31.8,32.3,32.6,33.3,33.7,34.4,34.7,35.4,35.7,36.3,36.8,37.3,37.8,38.3,38.8,39.2,39.7,40.1,40.3,40.5,40.9,41.4,42,42.3,42.5,42.8,43,43.5,43.9,44.3,44.6,45,46,46.7,47.2,47.7,48.1,48.5,49.2,49.9,50.8,52,52.8,53.2,53.9,54.6,55.1,55.9,56.5,57.1,57.5,58,60.4,62.3,63.4,64.2,64.5,64.7,65.4,65.8,65.9,65.9,65.9,66.6,67.1,67.4,67.5,67.4,67.5,67.4,67.4,67.6,68,69.1,70.6,72.3,74.7,76.8,79,80.8,82.6,83.8,84.3,85.3,87,89.5,92,93.3,92.2,94.2,95.6,96.7,98.8,100.2,102.5,103.9,104.2,105,107.4,109.3,110.4,112.8,114.7,115.4,116,117.3,119,120.8,121.8,123,123.8,124.2,124.8,126.4,127.8,129.4,132.1,133.7,133.8,133.6,133.4,135.1,136.6,136.9,135.5,135.8,137.3,138.4,139.4,140.8,141.7,142.5
cod,Tg N/yr,26.3,26.7,27.1,27.4,27.8,28.2,28.4,28.8,29.3,29.8,30.3,30.8,31.2,31.8,32.3,32.6,33.3,33.7,34.4,34.7,35.4,35.7,36.3,36.8,37.3,37.8,38.3,38.8,39.2,39.7,40.1,40.3,40.5,40.9,41.4,42,42.3,42.5,42.8,43,43.5,43.9,44.3,44.6,45,46,46.7,47.2,47.7,48.1,48.5,49.2,49.9,50.8,52,52.8,53.2,53.9,54.6,55.1,55.9,56.5,57.1,57.5,58,60.4,62.3,63.4,64.2,64.5,64.7,65.4,65.8,65.9,65.9,65.9,66.6,67.1,67.4,67.5,67.4,67.5,67.4,67.4,67.6,68,69.1,70.6,72.3,74.7,76.8,79,80.8,82.6,83.8,84.3,85.3,87,89.5,92,93.3,92.2,94.2,95.6,96.7,98.8,100.2,102.5,103.9,104.2,105,107.4,109.3,110.4,112.8,114.7,115.4,116,117.3,119,120.8,121.8,123,123.8,124.2,124.8,126.4,127.8,129.4,132.1,133.7,133.8,133.6,133.4,135.1,136.6,136.9,135.5,135.8,137.3,138.4,139.4,140.8,141.7,142.5
cog,Tg N/yr,26.3,26.7,27.1,27.4,27.8,28.2,28.4,28.8,29.3,29.8,30.3,30.8,31.2,31.8,32.3,32.6,33.3,33.7,34.4,34.7,35.4,35.7,36.3,36.8,37.3,37.8,38.3,38.8,39.2,39.7,40.1,40.3,40.5,40.9,41.4,42,42.3,42.5,42.8,43,43.5,43.9,44.3,44.6,45,46,46.7,47.2,47.7,48.1,48.5,49.2,49.9,50.8,52,52.8,53.2,53.9,54.6,55.1,55.9,56.5,57.1,57.5,58,60.4,62.3,63.4,64.2,64.5,64.7,65.4,65.8,65.9,65.9,65.9,66.6,67.1,67.4,67.5,67.4,67.5,67.4,67.4,67.6,68,69.1,70.6,72.3,74.7,76.8,79,80.8,82.6,83.8,84.3,85.3,87,89.5,92,93.3,92.2,94.2,95.6,96.7,98.8,100.2,102.5,103.9,104.2,105,107.4,109.3,110.4,112.8,114.7,115.4,116,117.3,119,120.8,121.8,123,123.8,124.2,124.8,126.4,127.8,129.4,132.1,133.7,133.8,133.6,133.4,135.1,136.6,136.9,135.5,135.8,137.3,138.4,139.4,140.8,141.7,142.5
cok,Tg N/yr,26.3,26.7,27.1,27.4,27.8,28.2,28.4,28.8,29.3,29.8,30.3,30.8,31.2,31.8,32.3,32.6,33.3,33.7,34.4,34.7,35.4,35.7,36.3,36.8,37.3,37.8,38.3,38.8,39.2,39.7,40.1,40.3,40.5,40.9,41.4,42,42.3,42.5,42.8,43,43.5,43.9,44.3,44.6,45,46,46.7,47.2,47.7,48.1,48.5,49.2,49.9,50.8,52,52.8,53.2,53.9,54.6,55.1,55.9,56.5,57.1,57.5,58,60.4,62.3,63.4,64.2,64.5,64.7,65.4,65.8,65.9,65.9,65.9,66.6,67.1,67.4,67.5,67.4,67.5,67.4,67.4,67.6,68,69.1,70.6,72.3,74.7,76.8,79,80.8,82.6,83.8,84.3,85.3,87,89.5,92,93.3,92.2,94.2,95.6,96.7,98.8,100.2,102.5,103.9,104.2,105,107.4,109.3,110.4,112.8,114.7,115.4,116,117.3,119,120.8,121.8,123,123.8,124.2,124.8,126.4,127.8,129.4,132.1,133.7,133.8,133.6,133.4,135.1,136.6,136.9,135.5,135.8,137.3,138.4,139.4,140.8,141.7,142.5
