iso,units,X1860,X1861,X1862,X1863,X1864,X1865,X1866,X1867,X1868,X1869,X1870,X1871,X1872,X1873,X1874,X1875,X1876,X1877,X1878,X1879,X1880,X1881,X1882,X1883,X1884,X1885,X1886,X1887,X1888,X1889,X1890,X1891,X1892,X1893,X1894,X1895,X1896,X1897,X1898,X1899,X1900,X1901,X1902,X1903,X1904,X1905,X1906,X1907,X1908,X1909,X1910,X1911,X1912,X1913,X1914,X1915,X1916,X1917,X1918,X1919,X1920,X1921,X1922,X1923,X1924,X1925,X1926,X1927,X1928,X1929,X1930,X1931,X1932,X1933,X1934,X1935,X1936,X1937,X1938,X1939,X1940,X1941,X1942,X1943,X1944,X1945,X1946,X1947,X1948,X1949,X1950,X1951,X1952,X1953,X1954,X1955,X1956,X1957,X1958,X1959,X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004
dma,Tg N-perCap/yr,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,83.95553043,92.70115505,101.4467797,110.1924043,118.9380289,127.6836536,136.4292782,145.1749028,153.9205274,162.6661521,171.4117767,180.1574013,188.903026,197.6486506,206.3942752,215.1398998,223.8855245,232.6311491,253.6647376,274.6983262,295.7319147,316.7655033,337.7990918,358.8326804,379.8662689,400.8998575,421.933446,442.9670346,464.0006231,485.0342117,506.0678002,527.1013888,548.1349773,569.1685659,614.9698276,710.6646364,754.277323,846.8960802,888.44939,929.2437838,969.2998643,1056.667852,1047.275834,1036.164303,978.6821684,968.514175,958.5552894,948.7991265,1028.690945,1106.988933,1183.740312,1258.990461,1332.782997,1404.962953,1433.587347,1503.427153,1571.94629,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
dnk,Tg N-perCap/yr,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,83.95553043,92.70115505,101.4467797,110.1924043,118.9380289,127.6836536,136.4292782,145.1749028,153.9205274,162.6661521,171.4117767,180.1574013,188.903026,197.6486506,206.3942752,215.1398998,223.8855245,232.6311491,253.6647376,274.6983262,295.7319147,316.7655033,337.7990918,358.8326804,379.8662689,400.8998575,421.933446,442.9670346,464.0006231,485.0342117,506.0678002,527.1013888,548.1349773,569.1685659,614.9698276,710.6646364,754.277323,846.8960802,888.44939,929.2437838,969.2998643,1056.667852,1047.275834,1036.164303,978.6821684,968.514175,958.5552894,948.7991265,1028.690945,1106.988933,1183.740312,1258.990461,1332.782997,1404.962953,1433.587347,1503.427153,1571.94629,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
dom,Tg N-perCap/yr,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,83.95553043,92.70115505,101.4467797,110.1924043,118.9380289,127.6836536,136.4292782,145.1749028,153.9205274,162.6661521,171.4117767,180.1574013,188.903026,197.6486506,206.3942752,215.1398998,223.8855245,232.6311491,253.6647376,274.6983262,295.7319147,316.7655033,337.7990918,358.8326804,379.8662689,400.8998575,421.933446,442.9670346,464.0006231,485.0342117,506.0678002,527.1013888,548.1349773,569.1685659,614.9698276,710.6646364,754.277323,846.8960802,888.44939,929.2437838,969.2998643,1056.667852,1047.275834,1036.164303,978.6821684,968.514175,958.5552894,948.7991265,1028.690945,1106.988933,1183.740312,1258.990461,1332.782997,1404.962953,1433.587347,1503.427153,1571.94629,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
dza,Tg N-perCap/yr,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,83.95553043,92.70115505,101.4467797,110.1924043,118.9380289,127.6836536,136.4292782,145.1749028,153.9205274,162.6661521,171.4117767,180.1574013,188.903026,197.6486506,206.3942752,215.1398998,223.8855245,232.6311491,253.6647376,274.6983262,295.7319147,316.7655033,337.7990918,358.8326804,379.8662689,400.8998575,421.933446,442.9670346,464.0006231,485.0342117,506.0678002,527.1013888,548.1349773,569.1685659,614.9698276,710.6646364,754.277323,846.8960802,888.44939,929.2437838,969.2998643,1056.667852,1047.275834,1036.164303,978.6821684,968.514175,958.5552894,948.7991265,1028.690945,1106.988933,1183.740312,1258.990461,1332.782997,1404.962953,1433.587347,1503.427153,1571.94629,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
ecu,Tg N-perCap/yr,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,83.95553043,92.70115505,101.4467797,110.1924043,118.9380289,127.6836536,136.4292782,145.1749028,153.9205274,162.6661521,171.4117767,180.1574013,188.903026,197.6486506,206.3942752,215.1398998,223.8855245,232.6311491,253.6647376,274.6983262,295.7319147,316.7655033,337.7990918,358.8326804,379.8662689,400.8998575,421.933446,442.9670346,464.0006231,485.0342117,506.0678002,527.1013888,548.1349773,569.1685659,614.9698276,710.6646364,754.277323,846.8960802,888.44939,929.2437838,969.2998643,1056.667852,1047.275834,1036.164303,978.6821684,968.514175,958.5552894,948.7991265,1028.690945,1106.988933,1183.740312,1258.990461,1332.782997,1404.962953,1433.587347,1503.427153,1571.94629,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
egy,Tg N-perCap/yr,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,83.95553043,92.70115505,101.4467797,110.1924043,118.9380289,127.6836536,136.4292782,145.1749028,153.9205274,162.6661521,171.4117767,180.1574013,188.903026,197.6486506,206.3942752,215.1398998,223.8855245,232.6311491,253.6647376,274.6983262,295.7319147,316.7655033,337.7990918,358.8326804,379.8662689,400.8998575,421.933446,442.9670346,464.0006231,485.0342117,506.0678002,527.1013888,548.1349773,569.1685659,614.9698276,710.6646364,754.277323,846.8960802,888.44939,929.2437838,969.2998643,1056.667852,1047.275834,1036.164303,978.6821684,968.514175,958.5552894,948.7991265,1028.690945,1106.988933,1183.740312,1258.990461,1332.782997,1404.962953,1433.587347,1503.427153,1571.94629,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
eri,Tg N-perCap/yr,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,83.95553043,92.70115505,101.4467797,110.1924043,118.9380289,127.6836536,136.4292782,145.1749028,153.9205274,162.6661521,171.4117767,180.1574013,188.903026,197.6486506,206.3942752,215.1398998,223.8855245,232.6311491,253.6647376,274.6983262,295.7319147,316.7655033,337.7990918,358.8326804,379.8662689,400.8998575,421.933446,442.9670346,464.0006231,485.0342117,506.0678002,527.1013888,548.1349773,569.1685659,614.9698276,710.6646364,754.277323,846.8960802,888.44939,929.2437838,969.2998643,1056.667852,1047.275834,1036.164303,978.6821684,968.514175,958.5552894,948.7991265,1028.690945,1106.988933,1183.740312,1258.990461,1332.782997,1404.962953,1433.587347,1503.427153,1571.94629,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
esh,Tg N-perCap/yr,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,83.95553043,92.70115505,101.4467797,110.1924043,118.9380289,127.6836536,136.4292782,145.1749028,153.9205274,162.6661521,171.4117767,180.1574013,188.903026,197.6486506,206.3942752,215.1398998,223.8855245,232.6311491,253.6647376,274.6983262,295.7319147,316.7655033,337.7990918,358.8326804,379.8662689,400.8998575,421.933446,442.9670346,464.0006231,485.0342117,506.0678002,527.1013888,548.1349773,569.1685659,614.9698276,710.6646364,754.277323,846.8960802,888.44939,929.2437838,969.2998643,1056.667852,1047.275834,1036.164303,978.6821684,968.514175,958.5552894,948.7991265,1028.690945,1106.988933,1183.740312,1258.990461,1332.782997,1404.962953,1433.587347,1503.427153,1571.94629,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
esp,Tg N-perCap/yr,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,83.95553043,92.70115505,101.4467797,110.1924043,118.9380289,127.6836536,136.4292782,145.1749028,153.9205274,162.6661521,171.4117767,180.1574013,188.903026,197.6486506,206.3942752,215.1398998,223.8855245,232.6311491,253.6647376,274.6983262,295.7319147,316.7655033,337.7990918,358.8326804,379.8662689,400.8998575,421.933446,442.9670346,464.0006231,485.0342117,506.0678002,527.1013888,548.1349773,569.1685659,614.9698276,710.6646364,754.277323,846.8960802,888.44939,929.2437838,969.2998643,1056.667852,1047.275834,1036.164303,978.6821684,968.514175,958.5552894,948.7991265,1028.690945,1106.988933,1183.740312,1258.990461,1332.782997,1404.962953,1433.587347,1503.427153,1571.94629,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
est,Tg N-perCap/yr,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,83.95553043,92.70115505,101.4467797,110.1924043,118.9380289,127.6836536,136.4292782,145.1749028,153.9205274,162.6661521,171.4117767,180.1574013,188.903026,197.6486506,206.3942752,215.1398998,223.8855245,232.6311491,253.6647376,274.6983262,295.7319147,316.7655033,337.7990918,358.8326804,379.8662689,400.8998575,421.933446,442.9670346,464.0006231,485.0342117,506.0678002,527.1013888,548.1349773,569.1685659,614.9698276,710.6646364,754.277323,846.8960802,888.44939,929.2437838,969.2998643,1056.667852,1047.275834,1036.164303,978.6821684,968.514175,958.5552894,948.7991265,1028.690945,1106.988933,1183.740312,1258.990461,1332.782997,1404.962953,1433.587347,1503.427153,1571.94629,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
est,Tg N-perCap/yr,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,83.95553043,92.70115505,101.4467797,110.1924043,118.9380289,127.6836536,136.4292782,145.1749028,153.9205274,162.6661521,171.4117767,180.1574013,188.903026,197.6486506,206.3942752,215.1398998,223.8855245,232.6311491,253.6647376,274.6983262,295.7319147,316.7655033,337.7990918,358.8326804,379.8662689,400.8998575,421.933446,442.9670346,464.0006231,485.0342117,506.0678002,527.1013888,548.1349773,569.1685659,614.9698276,710.6646364,754.277323,846.8960802,888.44939,929.2437838,969.2998643,1056.667852,1047.275834,1036.164303,978.6821684,968.514175,958.5552894,948.7991265,1028.690945,1106.988933,1183.740312,1258.990461,1332.782997,1404.962953,1433.587347,1503.427153,1571.94629,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
eth,Tg N-perCap/yr,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,75.2099058,83.95553043,92.70115505,101.4467797,110.1924043,118.9380289,127.6836536,136.4292782,145.1749028,153.9205274,162.6661521,171.4117767,180.1574013,188.903026,197.6486506,206.3942752,215.1398998,223.8855245,232.6311491,253.6647376,274.6983262,295.7319147,316.7655033,337.7990918,358.8326804,379.8662689,400.8998575,421.933446,442.9670346,464.0006231,485.0342117,506.0678002,527.1013888,548.1349773,569.1685659,614.9698276,710.6646364,754.277323,846.8960802,888.44939,929.2437838,969.2998643,1056.667852,1047.275834,1036.164303,978.6821684,968.514175,958.5552894,948.7991265,1028.690945,1106.988933,1183.740312,1258.990461,1332.782997,1404.962953,1433.587347,1503.427153,1571.94629,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
